"Peak_ID","Compound_Name","mz_mean","mz_diff_ppm","RT_diff","Adduct","Synonym","Chem_Sum_Formula","Exact_Mass","Lipid_Class","FA_composition","R1_24D","R2_24D","R3_24D","R5_24D","R6_24D","R1_24M","R2_24M","R3_24M","R5_24M","R6_24M","R1_48D","R2_48D","R3_48D","R5_48D","R6_48D","R1_48M","R2_48M","R3_48M","R5_48M","R6_48M","R1_72D","R2_72D","R3_72D","R5_72D","R6_72D","R1_72M","R2_72M","R3_72M","R5_72M","R6_72M"
"LP_19781","DAG 40:6",686.5709567,NA,NA,"[M+NH4]+",NA,"C43H72O5","668.537975","Diacylglycerol","18:0/22:6",157356,1129029,951002,1784964,2261933,224803,1161351,1684822,1636841,2244483,498681,2278553,3072456,2194866,2548351,478487,1623804,3747394,2757698,3109766,806624,3778628,3308196,2005208,2993093,934591,2753519,3390618,2582771,3135248
"LP_19795","SM 33:2",687.5426575,NA,NA,"[M+H]+",NA,"C38H75N2O6P","686.536276","Sphyngomyelin",NA,85305,312659,221968,431140,509140,82064,260355,374444,277542,435301,108963,232597,487516,293172,548067,96066,203353,518287,308596,541609,116686,286762,519630,571456,232027,109241,466363,436667,452658,596192
"LP_19815","DAG 40:5",688.586648,NA,NA,"[M+NH4]+",NA,"C43H74O5","670.553625","Diacylglycerol","18:1/22:4",77892,258231,325153,144434,159608,108386,440817,551551,118137,75283,144531,165258,195875,84940,75091,122847,90223,212687,138225,123724,77387,76204,98035,35075.31,73882,65296,50416.59,94966,44549.62,105537
"LP_19816","DAG 40:5",688.5862962,NA,NA,"[M+NH4]+",NA,"C43H74O5","670.553625","Diacylglycerol","18:0/22:5",198034,1583247,1381759,1921204,2497081,268615,1667424,3017912,2168603,2391265,757245,2534898,4556212,2521410,2816524,580877,2144035,5633836,3052215,3561914,1169439,4813018,4210082,2417495,3525896,1197570,3287786,4316616,2604595,3448084
"LP_19817","DAG 40:5",688.5867382,NA,NA,"[M+NH4]+",NA,"C43H74O5","670.553625","Diacylglycerol","18:0/22:5",19387.23,116475,74929,148104,191335,21838.72,112006,181082,156137,201701,53951.41,195983,416091,188612,297103,45862.94,191444,447156,266722,331182,94348,444478,424267,235730,335135,105062,343334,443287,277199,375394
"LP_19835","SM 33:1",689.5571469,NA,NA,"[M+H]+",NA,"C38H77N2O6P","688.551926","Sphyngomyelin",NA,6060305,26883852,18170034,30927114,37642012,6258100,21053988,31107636,18795184,33111926,9444445,19792932,40333336,22202622,43545576,8811628,19121552,46782856,26859180,43864208,11309909,22367308,45370388,42551780,19881004,10358453,36352368,42065108,42714748,51179752
"LP_19872","DAG 40:4",690.6018167,NA,NA,"[M+NH4]+",NA,"C43H76O5","672.569275","Diacylglycerol","18:0/22:4",155005,930418,868906,999192,1097298,196560,1104159,1432174,982345,1176518,401007,1146698,2462886,869644,1450305,380704,955376,2650382,1360854,1479499,583555,2220206,2024505,1194588,1626717,622463,1813578,2140060,1325726,1540253
"LP_19891","SM 33:0",691.5733601,NA,NA,"[M+H]+",NA,"C38H79N2O6P","690.567576","Sphyngomyelin",NA,200377,710914,547718,1007995,1354386,191965,549201,776031,584174,1099953,382508,746008,1217801,772508,1472698,278472,613895,1098044,705742,1344818,532581,835212,1162092,1217688,740465,302293,905411,1074206,945418,1395728
"LP_19912","PC 29:0",692.5204424,NA,NA,"[M+H]+",NA,"C37H74NO8P","691.515207","Phosphatidylcholine","14:0/15:0 | 13:0/16:0",4642132,19793362,13889957,28361220,37027536,4892998,15574720,23327984,21582852,31299836,7169537,19444630,31199800,23340116,39563152,6508961,16105706,34942084,29675448,38430744,8186236,19949472,29317344,32744912,20959000,7244431,26251396,28779858,31075684,35911120
"LP_20090","GlcCer(d18:1/16:0)",700.570337,NA,NA,"[M+H]+",NA,"C40H77NO8","699.564919","Ceramide",NA,4307326,8049320,7536573,11880293,12731695,5096210,9663924,10040662,9588404,10407080,5357740,4645000,8810502,8695641,9492961,5224638,5355588,9466619,7282601,11362173,6038895,5328299,9298562,8767194,5603689,5687611,5785834,8650561,9769603,12776514
"LP_20135","PC 30:2",702.505684,NA,NA,"[M+H]+",NA,"C38H72NO8P","701.499557","Phosphatidylcholine","14:0/16:2",156001,984394,650733,1615730,2078668,161695,693358,1182936,1151402,1854510,353766,1712274,2428371,1782514,2933462,305751,1417470,2768273,2443918,2615203,650726,2131232,2556273,2820617,1921999,626885,2698736,2519916,2728057,3221009
"LP_20188","SM 34:1",703.5737691,NA,NA,"[M+H]+",NA,"C39H79N2O6P","702.567576","Sphyngomyelin",NA,76044,360337,250192,480244,682231,75106,297063,483656,350865,609191,157410,396224,704811,409811,719515,118398,315301,629593,465147,718542,202919,422110,666482,613575,331772,140028,536655,500703,575502,731970
"LP_20242","PC 30:1",704.5209589,NA,NA,"[M+H]+",NA,"C38H74NO8P","703.515207","Phosphatidylcholine","14:0/16:1",286165,1431315,1415317,4103366,4335762,268122,1556362,2539085,2473880,3828670,632398,2120686,4483006,3632552,4186420,513673,1390304,4931352,2938034,4858656,883214,2825996,4854404,2618972,1297572,817346,3603076,2983198,3177248,7481016
"LP_20243","PC 30:1",704.5206075,NA,NA,"[M+H]+",NA,"C38H74NO8P","703.515207","Phosphatidylcholine","14:0/16:1 | 14:1/16:0",1701163,9408912,6209118,13088506,14025424,2200531,7054158,9663753,9480401,14364372,3475080,9557104,17311644,9191730,16058388,3372640,7732666,18298052,12026412,15714972,4359966,12206496,10460208,16409792,9978992,3967212,14004060,14314944,12228136,19650156
"LP_20366","PC 30:0",706.5359663,NA,NA,"[M+H]+",NA,"C38H76NO8P","705.530857","Phosphatidylcholine","14:0/16:0 | 15:0/15:0",87945608,282202049,219953920,455358527,523844990,91763104,262648625,358876161,365322305,478304064,139972272,304396352,474687553,391890367,526632834,126859424,257167824,511660351,399355137,537823812,163027264,344090049,438193344,483337024,334508097,142066544,417406015,444558144,473791423,565954111
"LP_20700","SM 35:2",715.5730223,NA,NA,"[M+H]+",NA,"C40H79N2O6P","714.567576","Sphyngomyelin",NA,479726,2501953,1704358,2318176,2824212,515082,1859779,2735505,1529458,2515299,687716,1603907,3646626,1613828,3245684,687972,1470015,3735031,1958268,3094205,831685,1521417,3472450,2819300,1187081,793625,2329842,2931764,2593750,3091350
"LP_20796","SM 35:1",717.5880377,NA,NA,"[M+H]+",NA,"C40H81N2O6P","716.583226","Sphyngomyelin",NA,306648,928224,1071234,1729031,2387524,289628,1596934,1885553,1138580,1613441,832315,608042,1494722,1118195,2031210,570775,779163,2335188,911916,2247490,837017,887568,2170676,1749148,630178,596040,1811132,1813944,1347372,2314664
"LP_20797","SM 35:1",717.5897641,NA,NA,"[M+H]+",NA,"C40H81N2O6P","716.583226","Sphyngomyelin",NA,5586812,18949988,15536642,16950104,21308062,5619411,17349446,24514494,12973852,19450426,8945957,16077418,29838566,15032936,22155780,8421475,14559555,31762696,15890999,22129788,10995225,13746157,25593450,17719490,10199515,9769042,17592584,26076580,19371448,25183494
"LP_20842","PC 31:1",718.5344898,NA,NA,"[M+H]+",NA,"C39H76NO8P","717.530857","Phosphatidylcholine","15:0/16:1 | 14:0/17:1",568784,2714361,2289317,4757892,6429911,845937,3093377,4523015,3430483,4608298,1124878,3277182,5384118,5246008,6792048,789064,2859044,6302714,5914584,7680670,1572109,5917071,6607902,5776404,4475163,1486617,5188858,6151042,7085656,8307642
"LP_20843","PC 31:1",718.5365798,NA,NA,"[M+H]+",NA,"C39H76NO8P","717.530857","Phosphatidylcholine","15:0/16:1 | 15:1/16:0 | 14:0/17:1",2120589,9130768,7482595,11883388,15386696,2223548,7737452,11304081,7407013,13825216,3175758,8804758,15916136,9267785,16823482,2889830,6839650,18261580,11543222,14825752,3699094,8608973,15299754,14616544,8556478,2921031,13300394,12921462,13308986,17030388
"LP_20844","PC 31:1",718.5376431,NA,NA,"[M+H]+",NA,"C39H76NO8P","717.530857","Phosphatidylcholine","15:1/16:0 | 15:0/16:1",348040,2015611,1387869,3682248,4899204,428352,1554442,2724192,2756910,4064235,704097,2101269,3087124,2215111,3668928,593712,1747692,3420112,2719457,3857825,1329939,1151114,2496821,1795317,924617,1037646,2056797,2167504,2036186,2843998
"LP_20901","SM 35:0",719.6048114,NA,NA,"[M+H]+",NA,"C40H83N2O6P","718.598876","Sphyngomyelin",NA,306900,829601,640126,967828,1333071,283463,814892,1091869,647268,963862,719585,1112578,1391750,940986,1377375,430014,919670,1177380,735424,1236851,949295,1008510,1406556,1012587,785632,506292,789782,1108074,948415,1255651
"LP_20946","PC 31:0",720.5521847,NA,NA,"[M+H]+",NA,"C39H78NO8P","719.546507","Phosphatidylcholine","15:0/16:0 | 14:0/17:0",27896102,66735524,65300988,95114832,111952416,27333088,68291760,85235408,72018656,97471024,34527424,61840488,96086920,66418060,99045184,31017160,52568012,99981008,74022992,103231824,38208304,49390368,78338976,73265000,48162328,30395590,66829188,72827648,75910392,90578464
"LP_21316","PC 32:3",728.5198093,NA,NA,"[M+H]+",NA,"C40H74NO8P","727.515207","Phosphatidylcholine","16:0/16:3 | 16:1/16:2",283146,1259294,834047,1664309,2075707,280099,938843,1589951,1420516,2422566,629226,3106154,5828228,3431482,5557248,529232,2544062,6005116,4143983,5625908,1299106,5619679,8515422,8613472,5962130,1051712,7805212,9106074,6728536,8015988
"LP_21354","SM 36:2",729.5880396,NA,NA,"[M+H]+",NA,"C41H81N2O6P","728.583226","Sphyngomyelin",NA,1598290,4352783,3071504,4883771,5600052,1778188,3526993,4866215,3097679,4830847,2595092,3913574,6221936,4023756,6514154,2290423,3802990,6949024,3835805,6894443,3110076,5664225,7424674,7619735,4010514,2523310,7493437,7028074,6400678,8227396
"LP_21385","PC 32:2",730.5350978,NA,NA,"[M+H]+",NA,"C40H76NO8P","729.530857","Phosphatidylcholine","16:0/16:2 | 16:1/16:1",4038000,20228476,13655283,32063538,36913348,4562225,16509240,25041518,25402680,34611552,10326766,34841080,59356456,46969980,56684960,10063814,31917898,61309112,48065704,54572396,20855016,48052760,60098536,56564872,38969208,16561505,58614040,60456584,59055160,63903856
"LP_21506","PC 32:1",732.5519068,NA,NA,"[M+H]+",NA,"C40H78NO8P","731.546507","Phosphatidylcholine","16:0/16:1",3416280,6155936,3939586,14710792,22159588,2789030,5905464,12360188,13479768,14527832,3841965,5691672,10064700,9338216,6445084,3520515,4155994,11905440,5295408,12512480,4346078,5033288,5081728,3436312,2798421,4349446,2782352,9611524,5339284,8968704
"LP_21949","PE 36:5",738.5043756,NA,NA,"[M+H]+",NA,"C41H72NO8P","737.499557","Phosphatidylethanolamine","16:0/20:5 | 16:1/20:4",609487,2112902,1900409,2592730,3281824,654337,2361475,2870522,1971564,2790130,1584893,1904844,3692256,2509061,3249410,1086977,2046707,4085951,2836196,3388909,2227849,1921932,3939060,3520794,1467603,1739957,3451286,3184944,2900644,3559065
"LP_22041","PE 36:4",740.5207613,NA,NA,"[M+H]+",NA,"C41H74NO8P","739.515207","Phosphatidylethanolamine","16:0/20:4",9286499,11141660,10426999,9288650,9448332,9262658,13017812,13066044,8524444,8743244,11915676,6643348,10152248,8595327,8095419,8184106,6395727,9809774,6965206,8748502,9158875,5777826,9451848,9366918,4142578,7368970,7510377,8189771,7465864,8941128
"LP_22253","PC 33:2",744.5503593,NA,NA,"[M+H]+",NA,"C41H78NO8P","743.546507","Phosphatidylcholine","16:1/17:1 | 15:0/18:2",1207002,3208776,2823783,2496610,4708538,1357293,3680612,4501487,3054735,3254010,2025874,1989308,2896992,2324564,3145630,1644348,2102577,3583340,2741971,3509691,1218994,2373441,3655390,2546805,2405203,1409262,1789710,2207579,2435618,4109614
"LP_22254","PC 33:2",744.5517119,NA,NA,"[M+H]+",NA,"C41H78NO8P","743.546507","Phosphatidylcholine","16:1/17:1 | 16:0/17:2 | 15:0/18:2 | 15:1/18:1 | 16:2/17:0",64367.8,1000153,617635,1726826,2650300,89275.15,961627,1757671,1106303,1649390,102167,1848977,2785044,1719923,3057582,200476,1685132,3290578,2686473,3011274,466607,3044083,3432748,4226625,3362480,548256,4353801,2837418,3934254,4758357
"LP_22256","PC 33:2",744.5541345,NA,NA,"[M+H]+",NA,"C41H78NO8P","743.546507","Phosphatidylcholine","16:2/17:0 | 16:1/17:1",117075,734173,330514,744548,930278,93310,470077,737326,541740,900342,272702,1280910,2018074,1132721,1888175,284056,1181147,2361049,1354145,1856142,631438,1673377,2649802,1900392,1522802,513587,2106587,2374172,2277881,2623208
"LP_22580","PC 33:0",748.5841806,NA,NA,"[M+H]+",NA,"C41H82NO8P","747.577807","Phosphatidylcholine","16:0/17:0 | 15:0/18:0",2850390,7054374,6671956,11773950,14182474,3056583,11034472,12176852,9432868,11960098,3987981,6539926,12227232,8614642,14189004,3207528,6315976,14783160,9575432,13118958,3299012,8617126,12708198,10335538,6104132,3400612,9918994,10863824,11324076,16839610
"LP_22581","PC 33:0",748.5834801,NA,NA,"[M+H]+",NA,"C41H82NO8P","747.577807","Phosphatidylcholine","16:0/17:0 | 15:0/18:0",9696303,28128548,22875286,32669374,42629600,9275965,25252440,31697616,24614718,30756088,13161598,23998018,41104952,26043142,41278964,13144307,23140056,44047336,27934400,41622040,16044192,24638006,36514928,31260860,20214192,14327291,32772278,34345080,31924390,45827952
"LP_22758","PC 34:5",752.5200599,NA,NA,"[M+H]+",NA,"C42H74NO8P","751.515207","Phosphatidylcholine","14:0/20:5",273971,1735768,1062198,3699046,4899694,282880,914203,2049007,1618618,4578949,383619,2980758,4608328,3012592,7264832,401319,1633134,5818483,8673172,5645148,555966,4529628,5644356,7077136,5059213,474985,6568335,4521789,6292401,8090001
"LP_22839","PC 34:4",754.5354276,NA,NA,"[M+H]+",NA,"C42H76NO8P","753.530857","Phosphatidylcholine","14:0/20:4 | 16:2/18:2 | 16:3/18:1 | 16:0/18:4 | 16:1/18:3",3207013,10012538,7857700,12694956,14226260,3599576,7938978,11483677,8644732,12209693,3822642,6332559,9971685,7735258,10615070,3463097,5262225,9877668,9912342,10579402,2895199,7690518,8563547,9275975,7426102,2752029,8341404,6584186,9184432,11209898
"LP_22845","PE 37:4",754.5366449,NA,NA,"[M+H]+",NA,"C42H76NO8P","753.530857","Phosphatidylethanolamine","17:0/20:4",2434398,2728237,2672069,2131997,2018107,2264618,3251206,3340474,2054208,2075436,3275272,2131475,2305124,2071872,1728913,2801312,2047211,2101502,1746731,1810630,2540632,1523413,1842959,1658486,918775,2139352,1837644,1938638,1430084,1694836
"LP_22924","PC 34:3",756.5511132,NA,NA,"[M+H]+",NA,"C42H78NO8P","755.546507","Phosphatidylcholine","16:0/18:3 | 16:1/18:2",667156,2692218,1928983,5653747,5748237,767800,2189760,3381305,3733751,5401634,1054783,4567387,9257456,7706006,8941924,1047946,4038150,9842752,6980865,9164002,2200017,18665816,16624312,21524528,15309330,1959196,19620282,15930312,18025208,18697938
"LP_22926","PC 34:3",756.54952,NA,NA,"[M+H]+",NA,"C42H78NO8P","755.546507","Phosphatidylcholine","16:2/18:1 | 16:0/18:3",474966,1650060,1249598,2628579,3724768,551889,2070434,2749259,2246027,2869829,1417636,4289312,6335991,4357808,5411336,1156452,3667041,7422571,3770767,4854451,2612892,4758733,6628810,4809400,4136375,2192387,4712066,6622690,4503318,5698679
"LP_23084","PC 34:2",758.5694698,NA,NA,"[M+H]+",NA,"C42H80NO8P","757.562157","Phosphatidylcholine","16:1/18:1 | 16:0/18:2",575043,3267674,1588666,5635080,8593224,732364,2070912,4223014,4901784,4936648,1022380,2549680,4210996,3285072,2877004,1722686,1203794,4794816,2209300,2649092,1432901,2666740,971976,1053310,1059068,1329917,1028216,2653240,1065590,3511824
"LP_23085","PC 34:2",758.5678733,NA,NA,"[M+H]+",NA,"C42H80NO8P","757.562157","Phosphatidylcholine","16:2/18:0 | 16:1/18:1",506734,3626842,2410697,5394146,6953156,561616,2998609,4982856,3881666,5473196,1877926,9399468,14762486,10626840,14683300,1775756,8276656,16078790,11258696,14104674,5210245,14154139,18217430,15138663,11244492,3628516,17862586,19267992,15189212,18270992
"LP_23203","SM 38:1",759.6369644,NA,NA,"[M+H]+",NA,"C43H87N2O6P","758.630176","Sphyngomyelin",NA,442178,579478,578295,1040122,1349592,403966,887072,1068245,648748,951192,532004,768922,1175033,718066,907755,558237,534513,1400995,554127,1373377,762048,903418,1375880,1207629,549894,639501,1151312,1447918,946837,1807418
"LP_23730","PE 38:6",764.520122,NA,NA,"[M+H]+",NA,"C43H74NO8P","763.515207","Phosphatidylethanolamine","18:1/20:5",1390776,6144470,5272790,7211294,8115558,1647968,5115826,6965330,4536457,7470396,2850516,4962211,7578288,5074359,7014770,2178796,4933192,8144673,5793443,6208892,4899186,4187839,7876188,7327168,2685126,3261093,7599834,6934230,5853891,6964412
"LP_23731","PE 38:6",764.5200153,NA,NA,"[M+H]+",NA,"C43H74NO8P","763.515207","Phosphatidylethanolamine","16:0/22:6",4729561,7029240,6533502,8085995,8431805,5046550,6923700,8070827,6066210,7612685,6280410,4824950,7168972,5972832,6452619,4712786,4926658,7194231,5766968,6887024,6402624,4062094,6790788,8477222,3178152,5097088,6508098,6476504,6351048,7401552
"LP_23853","PE 38:5",766.5363464,NA,NA,"[M+H]+",NA,"C43H76NO8P","765.530857","Phosphatidylethanolamine","16:0/22:5 | 18:1/20:4",1861557,2411418,2418459,2063172,2020624,1877554,2706314,2809146,2092567,2014763,2660273,1282821,1997334,1779098,1518614,1807870,1245421,1880128,1570559,2194451,1998265,1151212,1975886,2029502,876793,1579970,1494719,1856767,1788076,1887002
"LP_23854","PE 38:5",766.5349403,NA,NA,"[M+H]+",NA,"C43H76NO8P","765.530857","Phosphatidylethanolamine","18:1/20:4",10656699,14321798,15195068,14350906,14555022,11372720,16974284,17569804,11475606,14050144,12940237,7352599,12377562,8528613,9762784,8672638,6776597,12440688,7402083,10998291,8878353,5619619,9678585,9403440,3601635,7641144,7798282,8420928,7062775,8906305
"LP_23974","PC 35:4",768.5512485,NA,NA,"[M+H]+",NA,"C43H78NO8P","767.546507","Phosphatidylcholine","15:0/20:4",3967308,9255992,8468710,9358275,10288156,4462351,9550558,11576750,7262615,8720169,4214597,4026128,6674034,4226006,6075702,4011926,3688544,6282277,5869348,5882987,2503109,3113062,5047705,4298141,3108226,2515932,3464709,4013040,4050254,4261787
"LP_23980","PE 38:4",768.551918,NA,NA,"[M+H]+",NA,"C43H78NO8P","767.546507","Phosphatidylethanolamine","18:0/20:4",56911768,78635864,70761800,74733008,87054960,52126256,81752528,91022576,64009320,71368776,71211480,55101568,82165616,66379808,71402568,57593168,56113112,84750128,59199876,73501384,65617904,49183060,68640536,67941688,33627312,55503560,61488620,69818560,56593680,71957648
"LP_24086","PE 38:3",770.5680528,NA,NA,"[M+H]+",NA,"C43H80NO8P","769.562157","Phosphatidylethanolamine","18:0/20:3",10225231,12698574,12795117,11110772,11686451,9828295,15692883,15368248,11299211,9959781,11537330,9366940,9928014,11028543,8127995,10527534,9026242,10454668,9026853,9301887,10374414,4835270,8346087,6915222,3763282,9593156,6569280,7854956,5800060,7245910
"LP_24088","PE 38:3",770.5690136,NA,NA,"[M+H]+",NA,"C43H80NO8P","769.562157","Phosphatidylethanolamine","18:0/20:3",2322650,2782079,2516420,3168389,3407242,2063544,3380752,3498343,3216066,2873566,2275742,2173647,2386553,3305372,2666018,1994805,1965880,2479243,2456450,2977362,2245814,1869506,2723716,2619772,1356827,2071708,2422450,2371052,1956540,2690400
"LP_24286","SM 39:1",773.6520652,NA,NA,"[M+H]+",NA,"C44H89N2O6P","772.645826","Sphyngomyelin",NA,461051,977636,784851,1107179,1389940,443975,978867,1409062,773440,1025762,678277,1080224,1605689,947519,1532222,647859,801524,1672894,1019841,1545606,821838,934831,1680281,1309187,858115,719732,1126248,1606563,1502393,2156888
"LP_24580","PC 35:0",776.6148186,NA,NA,"[M+H]+",NA,"C43H86NO8P","775.609107","Phosphatidylcholine","17:0/18:0 | 16:0/19:0",1359223,5033047,4041930,5789194,8560438,1580900,5491925,7634266,4620180,5904103,2623953,4801430,10959773,7000184,8665227,2204279,4283410,11773100,6998732,10409654,3217260,6730838,9788342,7805619,4473760,3054731,7356549,9774314,7165920,11052077
